epoch_1_vs_epoch_2, 0.750511
epoch_2_vs_epoch_3, 0.803227
epoch_3_vs_epoch_4, 0.476574
epoch_4_vs_epoch_5, 0.638839
epoch_5_vs_epoch_6, 0.955003
epoch_6_vs_epoch_7, 0.821952
epoch_7_vs_epoch_8, 0.794012
epoch_8_vs_epoch_9, 0.824406
epoch_9_vs_epoch_10, 0.893751
epoch_10_vs_epoch_11, 0.882173
epoch_11_vs_epoch_12, 0.862101
epoch_12_vs_epoch_13, 0.734759
epoch_13_vs_epoch_14, 0.734322
epoch_14_vs_epoch_15, 0.61838
epoch_15_vs_epoch_16, 0.830583
epoch_16_vs_epoch_17, 0.792247
epoch_17_vs_epoch_18, 0.821886
epoch_18_vs_epoch_19, 0.929874
epoch_19_vs_epoch_20, 0.731215
epoch_20_vs_epoch_21, 0.837725
epoch_21_vs_epoch_22, 0.881031
epoch_22_vs_epoch_23, 0.837668
epoch_23_vs_epoch_24, 0.847869
epoch_24_vs_epoch_25, 0.799138
epoch_25_vs_epoch_26, 0.817912
epoch_26_vs_epoch_27, 0.818913
epoch_27_vs_epoch_28, 0.714219
epoch_28_vs_epoch_29, 0.695465
epoch_29_vs_epoch_30, 0.696501
epoch_30_vs_epoch_31, 0.865861
epoch_31_vs_epoch_32, 0.88893
epoch_32_vs_epoch_33, 0.803745
epoch_33_vs_epoch_34, 0.655436
epoch_34_vs_epoch_35, 0.635336
epoch_35_vs_epoch_36, 0.741926
epoch_36_vs_epoch_37, 0.661073
epoch_37_vs_epoch_38, 0.872782
epoch_38_vs_epoch_39, 0.872629
epoch_39_vs_epoch_40, 0.768927
epoch_40_vs_epoch_41, 0.685246
epoch_41_vs_epoch_42, 0.420794
epoch_42_vs_epoch_43, 0.674909
epoch_43_vs_epoch_44, 0.839079
epoch_44_vs_epoch_45, 0.697275
epoch_45_vs_epoch_46, 0.78223
epoch_46_vs_epoch_47, 0.790657
epoch_47_vs_epoch_48, 0.73475
epoch_48_vs_epoch_49, 0.51936
epoch_49_vs_epoch_50, 0.596167
epoch_50_vs_epoch_51, 0.628331
epoch_51_vs_epoch_52, 0.712612
epoch_52_vs_epoch_53, 0.848559
epoch_53_vs_epoch_54, 0.780993
epoch_54_vs_epoch_55, 0.591745
epoch_55_vs_epoch_56, 0.636313
epoch_56_vs_epoch_57, 0.531183
epoch_57_vs_epoch_58, 0.762326
epoch_58_vs_epoch_59, 0.898571
epoch_59_vs_epoch_60, 0.730156
